w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17,w_18,w_19,w_20,w_21,w_22,w_23,w_24,w_25,w_26,w_27,w_28,w_29,w_30,w_31,w_32,w_33,w_34,w_35,w_36,w_37,w_38,w_39,f_caps_0,f_pos_0,f_caps_1,f_pos_1,f_caps_2,f_pos_2,f_caps_3,f_pos_3,f_caps_4,f_pos_4,f_caps_5,f_pos_5,f_caps_6,f_pos_6,f_caps_7,f_pos_7,f_caps_8,f_pos_8,f_caps_9,f_pos_9,f_caps_10,f_pos_10,f_caps_11,f_pos_11,f_caps_12,f_pos_12,f_caps_13,f_pos_13,f_caps_14,f_pos_14,f_caps_15,f_pos_15,f_caps_16,f_pos_16,f_caps_17,f_pos_17,f_caps_18,f_pos_18,f_caps_19,f_pos_19,f_caps_20,f_pos_20,f_caps_21,f_pos_21,f_caps_22,f_pos_22,f_caps_23,f_pos_23,f_caps_24,f_pos_24,f_caps_25,f_pos_25,f_caps_26,f_pos_26,f_caps_27,f_pos_27,f_caps_28,f_pos_28,f_caps_29,f_pos_29,f_caps_30,f_pos_30,f_caps_31,f_pos_31,f_caps_32,f_pos_32,f_caps_33,f_pos_33,f_caps_34,f_pos_34,f_caps_35,f_pos_35,f_caps_36,f_pos_36,f_caps_37,f_pos_37,f_caps_38,f_pos_38,f_caps_39,f_pos_39,label
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,LOWER,pos_5,LOWER,pos_6,LOWER,pos_7,LOWER,pos_8,LOWER,pos_9,LOWER,pos_10,LOWER,pos_11,LOWER,pos_12,LOWER,pos_13,LOWER,pos_14,TITLE,pos_15,TITLE,pos_16,LOWER,pos_17,LOWER,pos_18,TITLE,pos_19,PUNCT,pos_20,<PAD>,pos_21,<PAD>,pos_22,<PAD>,pos_23,<PAD>,pos_24,<PAD>,pos_25,<PAD>,pos_26,<PAD>,pos_27,<PAD>,pos_28,<PAD>,pos_29,<PAD>,pos_30,<PAD>,pos_31,VBN
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,LOWER,pos_5,LOWER,pos_6,LOWER,pos_7,LOWER,pos_8,LOWER,pos_9,LOWER,pos_10,LOWER,pos_11,LOWER,pos_12,LOWER,pos_13,TITLE,pos_14,TITLE,pos_15,LOWER,pos_16,LOWER,pos_17,TITLE,pos_18,PUNCT,pos_19,<PAD>,pos_20,<PAD>,pos_21,<PAD>,pos_22,<PAD>,pos_23,<PAD>,pos_24,<PAD>,pos_25,<PAD>,pos_26,<PAD>,pos_27,<PAD>,pos_28,<PAD>,pos_29,<PAD>,pos_30,VBN
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,LOWER,pos_5,LOWER,pos_6,LOWER,pos_7,LOWER,pos_8,LOWER,pos_9,LOWER,pos_10,LOWER,pos_11,LOWER,pos_12,TITLE,pos_13,TITLE,pos_14,LOWER,pos_15,LOWER,pos_16,TITLE,pos_17,PUNCT,pos_18,<PAD>,pos_19,<PAD>,pos_20,<PAD>,pos_21,<PAD>,pos_22,<PAD>,pos_23,<PAD>,pos_24,<PAD>,pos_25,<PAD>,pos_26,<PAD>,pos_27,<PAD>,pos_28,<PAD>,pos_29,IN
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,LOWER,pos_5,LOWER,pos_6,LOWER,pos_7,LOWER,pos_8,LOWER,pos_9,LOWER,pos_10,LOWER,pos_11,TITLE,pos_12,TITLE,pos_13,LOWER,pos_14,LOWER,pos_15,TITLE,pos_16,PUNCT,pos_17,<PAD>,pos_18,<PAD>,pos_19,<PAD>,pos_20,<PAD>,pos_21,<PAD>,pos_22,<PAD>,pos_23,<PAD>,pos_24,<PAD>,pos_25,<PAD>,pos_26,<PAD>,pos_27,<PAD>,pos_28,DT
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,LOWER,pos_5,LOWER,pos_6,LOWER,pos_7,LOWER,pos_8,LOWER,pos_9,LOWER,pos_10,TITLE,pos_11,TITLE,pos_12,LOWER,pos_13,LOWER,pos_14,TITLE,pos_15,PUNCT,pos_16,<PAD>,pos_17,<PAD>,pos_18,<PAD>,pos_19,<PAD>,pos_20,<PAD>,pos_21,<PAD>,pos_22,<PAD>,pos_23,<PAD>,pos_24,<PAD>,pos_25,<PAD>,pos_26,<PAD>,pos_27,NN
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,LOWER,pos_5,LOWER,pos_6,LOWER,pos_7,LOWER,pos_8,LOWER,pos_9,TITLE,pos_10,TITLE,pos_11,LOWER,pos_12,LOWER,pos_13,TITLE,pos_14,PUNCT,pos_15,<PAD>,pos_16,<PAD>,pos_17,<PAD>,pos_18,<PAD>,pos_19,<PAD>,pos_20,<PAD>,pos_21,<PAD>,pos_22,<PAD>,pos_23,<PAD>,pos_24,<PAD>,pos_25,<PAD>,pos_26,POS
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,LOWER,pos_5,LOWER,pos_6,LOWER,pos_7,LOWER,pos_8,TITLE,pos_9,TITLE,pos_10,LOWER,pos_11,LOWER,pos_12,TITLE,pos_13,PUNCT,pos_14,<PAD>,pos_15,<PAD>,pos_16,<PAD>,pos_17,<PAD>,pos_18,<PAD>,pos_19,<PAD>,pos_20,<PAD>,pos_21,<PAD>,pos_22,<PAD>,pos_23,<PAD>,pos_24,<PAD>,pos_25,NN
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,LOWER,pos_5,LOWER,pos_6,LOWER,pos_7,TITLE,pos_8,TITLE,pos_9,LOWER,pos_10,LOWER,pos_11,TITLE,pos_12,PUNCT,pos_13,<PAD>,pos_14,<PAD>,pos_15,<PAD>,pos_16,<PAD>,pos_17,<PAD>,pos_18,<PAD>,pos_19,<PAD>,pos_20,<PAD>,pos_21,<PAD>,pos_22,<PAD>,pos_23,<PAD>,pos_24,TO
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,LOWER,pos_5,LOWER,pos_6,TITLE,pos_7,TITLE,pos_8,LOWER,pos_9,LOWER,pos_10,TITLE,pos_11,PUNCT,pos_12,<PAD>,pos_13,<PAD>,pos_14,<PAD>,pos_15,<PAD>,pos_16,<PAD>,pos_17,<PAD>,pos_18,<PAD>,pos_19,<PAD>,pos_20,<PAD>,pos_21,<PAD>,pos_22,<PAD>,pos_23,VB
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-17,LOWER,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,LOWER,pos_5,TITLE,pos_6,TITLE,pos_7,LOWER,pos_8,LOWER,pos_9,TITLE,pos_10,PUNCT,pos_11,<PAD>,pos_12,<PAD>,pos_13,<PAD>,pos_14,<PAD>,pos_15,<PAD>,pos_16,<PAD>,pos_17,<PAD>,pos_18,<PAD>,pos_19,<PAD>,pos_20,<PAD>,pos_21,<PAD>,pos_22,DT
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-18,LOWER,pos_-17,LOWER,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,TITLE,pos_5,TITLE,pos_6,LOWER,pos_7,LOWER,pos_8,TITLE,pos_9,PUNCT,pos_10,<PAD>,pos_11,<PAD>,pos_12,<PAD>,pos_13,<PAD>,pos_14,<PAD>,pos_15,<PAD>,pos_16,<PAD>,pos_17,<PAD>,pos_18,<PAD>,pos_19,<PAD>,pos_20,<PAD>,pos_21,JJ
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-19,LOWER,pos_-18,LOWER,pos_-17,LOWER,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,TITLE,pos_4,TITLE,pos_5,LOWER,pos_6,LOWER,pos_7,TITLE,pos_8,PUNCT,pos_9,<PAD>,pos_10,<PAD>,pos_11,<PAD>,pos_12,<PAD>,pos_13,<PAD>,pos_14,<PAD>,pos_15,<PAD>,pos_16,<PAD>,pos_17,<PAD>,pos_18,<PAD>,pos_19,<PAD>,pos_20,NN
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-20,LOWER,pos_-19,LOWER,pos_-18,LOWER,pos_-17,LOWER,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,TITLE,pos_3,TITLE,pos_4,LOWER,pos_5,LOWER,pos_6,TITLE,pos_7,PUNCT,pos_8,<PAD>,pos_9,<PAD>,pos_10,<PAD>,pos_11,<PAD>,pos_12,<PAD>,pos_13,<PAD>,pos_14,<PAD>,pos_15,<PAD>,pos_16,<PAD>,pos_17,<PAD>,pos_18,<PAD>,pos_19,NNS
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-21,LOWER,pos_-20,LOWER,pos_-19,LOWER,pos_-18,LOWER,pos_-17,LOWER,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,LOWER,pos_1,TITLE,pos_2,TITLE,pos_3,LOWER,pos_4,LOWER,pos_5,TITLE,pos_6,PUNCT,pos_7,<PAD>,pos_8,<PAD>,pos_9,<PAD>,pos_10,<PAD>,pos_11,<PAD>,pos_12,<PAD>,pos_13,<PAD>,pos_14,<PAD>,pos_15,<PAD>,pos_16,<PAD>,pos_17,<PAD>,pos_18,IN
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-22,LOWER,pos_-21,LOWER,pos_-20,LOWER,pos_-19,LOWER,pos_-18,LOWER,pos_-17,LOWER,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,LOWER,pos_0,TITLE,pos_1,TITLE,pos_2,LOWER,pos_3,LOWER,pos_4,TITLE,pos_5,PUNCT,pos_6,<PAD>,pos_7,<PAD>,pos_8,<PAD>,pos_9,<PAD>,pos_10,<PAD>,pos_11,<PAD>,pos_12,<PAD>,pos_13,<PAD>,pos_14,<PAD>,pos_15,<PAD>,pos_16,<PAD>,pos_17,PRP$
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-23,LOWER,pos_-22,LOWER,pos_-21,LOWER,pos_-20,LOWER,pos_-19,LOWER,pos_-18,LOWER,pos_-17,LOWER,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,LOWER,pos_-1,TITLE,pos_0,TITLE,pos_1,LOWER,pos_2,LOWER,pos_3,TITLE,pos_4,PUNCT,pos_5,<PAD>,pos_6,<PAD>,pos_7,<PAD>,pos_8,<PAD>,pos_9,<PAD>,pos_10,<PAD>,pos_11,<PAD>,pos_12,<PAD>,pos_13,<PAD>,pos_14,<PAD>,pos_15,<PAD>,pos_16,NNP
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-24,LOWER,pos_-23,LOWER,pos_-22,LOWER,pos_-21,LOWER,pos_-20,LOWER,pos_-19,LOWER,pos_-18,LOWER,pos_-17,LOWER,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,LOWER,pos_-2,TITLE,pos_-1,TITLE,pos_0,LOWER,pos_1,LOWER,pos_2,TITLE,pos_3,PUNCT,pos_4,<PAD>,pos_5,<PAD>,pos_6,<PAD>,pos_7,<PAD>,pos_8,<PAD>,pos_9,<PAD>,pos_10,<PAD>,pos_11,<PAD>,pos_12,<PAD>,pos_13,<PAD>,pos_14,<PAD>,pos_15,NNP
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-25,LOWER,pos_-24,LOWER,pos_-23,LOWER,pos_-22,LOWER,pos_-21,LOWER,pos_-20,LOWER,pos_-19,LOWER,pos_-18,LOWER,pos_-17,LOWER,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,LOWER,pos_-3,TITLE,pos_-2,TITLE,pos_-1,LOWER,pos_0,LOWER,pos_1,TITLE,pos_2,PUNCT,pos_3,<PAD>,pos_4,<PAD>,pos_5,<PAD>,pos_6,<PAD>,pos_7,<PAD>,pos_8,<PAD>,pos_9,<PAD>,pos_10,<PAD>,pos_11,<PAD>,pos_12,<PAD>,pos_13,<PAD>,pos_14,NN
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-26,LOWER,pos_-25,LOWER,pos_-24,LOWER,pos_-23,LOWER,pos_-22,LOWER,pos_-21,LOWER,pos_-20,LOWER,pos_-19,LOWER,pos_-18,LOWER,pos_-17,LOWER,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,LOWER,pos_-4,TITLE,pos_-3,TITLE,pos_-2,LOWER,pos_-1,LOWER,pos_0,TITLE,pos_1,PUNCT,pos_2,<PAD>,pos_3,<PAD>,pos_4,<PAD>,pos_5,<PAD>,pos_6,<PAD>,pos_7,<PAD>,pos_8,<PAD>,pos_9,<PAD>,pos_10,<PAD>,pos_11,<PAD>,pos_12,<PAD>,pos_13,JJ
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-27,LOWER,pos_-26,LOWER,pos_-25,LOWER,pos_-24,LOWER,pos_-23,LOWER,pos_-22,LOWER,pos_-21,LOWER,pos_-20,LOWER,pos_-19,LOWER,pos_-18,LOWER,pos_-17,LOWER,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,LOWER,pos_-5,TITLE,pos_-4,TITLE,pos_-3,LOWER,pos_-2,LOWER,pos_-1,TITLE,pos_0,PUNCT,pos_1,<PAD>,pos_2,<PAD>,pos_3,<PAD>,pos_4,<PAD>,pos_5,<PAD>,pos_6,<PAD>,pos_7,<PAD>,pos_8,<PAD>,pos_9,<PAD>,pos_10,<PAD>,pos_11,<PAD>,pos_12,NNP
but,analysts,reckon,underlying,support,for,sterling,has,been,eroded,by,the,chancellor,'s,failure,to,announce,any,new,policy,measures,in,his,mansion,house,speech,last,thursday,.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-28,LOWER,pos_-27,LOWER,pos_-26,LOWER,pos_-25,LOWER,pos_-24,LOWER,pos_-23,LOWER,pos_-22,LOWER,pos_-21,LOWER,pos_-20,LOWER,pos_-19,LOWER,pos_-18,LOWER,pos_-17,LOWER,pos_-16,LOWER,pos_-15,LOWER,pos_-14,LOWER,pos_-13,LOWER,pos_-12,LOWER,pos_-11,LOWER,pos_-10,LOWER,pos_-9,LOWER,pos_-8,LOWER,pos_-7,LOWER,pos_-6,TITLE,pos_-5,TITLE,pos_-4,LOWER,pos_-3,LOWER,pos_-2,TITLE,pos_-1,PUNCT,pos_0,<PAD>,pos_1,<PAD>,pos_2,<PAD>,pos_3,<PAD>,pos_4,<PAD>,pos_5,<PAD>,pos_6,<PAD>,pos_7,<PAD>,pos_8,<PAD>,pos_9,<PAD>,pos_10,<PAD>,pos_11,.
this,has,increased,the,risk,of,the,government,being,forced,to,increase,base,rates,to,16,%,from,their,current,15,%,level,to,defend,the,pound,",",economists,and,foreign,exchange,market,analysts,say,.,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,LOWER,pos_5,LOWER,pos_6,LOWER,pos_7,LOWER,pos_8,LOWER,pos_9,LOWER,pos_10,LOWER,pos_11,LOWER,pos_12,LOWER,pos_13,LOWER,pos_14,DIGIT,pos_15,PUNCT,pos_16,LOWER,pos_17,LOWER,pos_18,LOWER,pos_19,DIGIT,pos_20,PUNCT,pos_21,LOWER,pos_22,LOWER,pos_23,LOWER,pos_24,LOWER,pos_25,LOWER,pos_26,PUNCT,pos_27,LOWER,pos_28,LOWER,pos_29,LOWER,pos_30,LOWER,pos_31,LOWER,pos_32,LOWER,pos_33,LOWER,pos_34,PUNCT,pos_35,<PAD>,pos_36,<PAD>,pos_37,<PAD>,pos_38,<PAD>,pos_39,DT
this,has,increased,the,risk,of,the,government,being,forced,to,increase,base,rates,to,16,%,from,their,current,15,%,level,to,defend,the,pound,",",economists,and,foreign,exchange,market,analysts,say,.,<PAD>,<PAD>,<PAD>,<PAD>,TITLE,pos_-1,LOWER,pos_0,LOWER,pos_1,LOWER,pos_2,LOWER,pos_3,LOWER,pos_4,LOWER,pos_5,LOWER,pos_6,LOWER,pos_7,LOWER,pos_8,LOWER,pos_9,LOWER,pos_10,LOWER,pos_11,LOWER,pos_12,LOWER,pos_13,DIGIT,pos_14,PUNCT,pos_15,LOWER,pos_16,LOWER,pos_17,LOWER,pos_18,DIGIT,pos_19,PUNCT,pos_20,LOWER,pos_21,LOWER,pos_22,LOWER,pos_23,LOWER,pos_24,LOWER,pos_25,PUNCT,pos_26,LOWER,pos_27,LOWER,pos_28,LOWER,pos_29,LOWER,pos_30,LOWER,pos_31,LOWER,pos_32,LOWER,pos_33,PUNCT,pos_34,<PAD>,pos_35,<PAD>,pos_36,<PAD>,pos_37,<PAD>,pos_38,VBZ
